genus,family,order,group,accepted_bin,mono_fern
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria clivorum,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria closterocarpa,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria clusioides,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria coelocalyx,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria collina,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria compta,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria confertiloba,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria congesta,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria conglobata,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria conjugens,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria connata,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria cookei,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria cordata,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria cordatula,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria cornejoi,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria correae,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria cuatrecasasii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria costivenia,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria coussareoides,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria crassiflora,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria crassifolia,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria crassipedunculata,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria crassipetala,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria crispipila,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria cupularis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria cyanopharynx,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria cyathicalyx,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria cyclophylla,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria dalzellii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria dasyophthalma,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria defretesiana,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria deneversii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria densinervia,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria dermatophylla,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria deverdiana,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria diegoae,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria diffusiflora,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria minuta,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria dingalanensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria diplococca,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria dipteropodioides,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria direpta,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria djumaensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria dolichocalyx,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria dolichosepala,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria dubia,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria dura,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria panamensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria dwyeri,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria egensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria elachistantha,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria eminiana,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria ernestii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria eumorphanthus,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria exellii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria expansa,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria fanshawei,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria fauriei,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria fenicis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria filipes,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria flava,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria flavida,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria florencei,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria fluminensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria foetens,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria foremanii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria formosa,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria fortuita,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria foxworthyi,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria fractinervata,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria fragrans,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria frakei,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria franchetiana,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria frodinii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria fuertesii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria furcans,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria fusiformis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria gabonica,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria gaitalensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria gallerana,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria galorei,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria garberiana,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria gardneri,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria gawadacephaelis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria gibbsiae,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria gigantopus,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria gillespieana,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria gilletii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria giluwensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria gitingensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria glabra,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria glabrata,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria glandulicalyx,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria glandulifera,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria glaucifolia,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria glaziovii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria globicephala,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria goetzei,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria goldmanii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria gracilior,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria gracilipes,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria grandiflora,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria grandis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria grandistipulata,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria grantii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria greenwelliae,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria griffithii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria griseifolia,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria grumilia,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria guerkeana,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria guineensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria gyrulosa,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria haitiensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria hamiltoniana,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria hanoverensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria hathewayi,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria haumugaensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria hawaiiensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria hazenii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria hentyi,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria heterochroa,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria heterophylla,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria heterosticta,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria hexandra,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria hidalgensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria hierniana,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria hilonghilongensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria hivaoana,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria hobdyi,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria hollandiae,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria holoxantha,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria homalosperma,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria hombroniana,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria hosokawae,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria huampamiensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria humblotii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria hunteri,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria hypargyraea,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria hypochlorina,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria impercepta,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria imthurnii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria ingentifolia,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria insignis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria insularum,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria iodotricha,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria iridensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria irwinii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria jambosioides,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria jamesoniana,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria jauaensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria jefensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria jervisei,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria jimenezii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria jinotegensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria johnsii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria juddii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria jugalis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria kaduana,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria kahuziensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria kaieteurensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria kairoana,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria kajewskii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria kaoensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria karemaensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria katikii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria kelelensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria klugii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria koroiveibaui,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria krukovii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria kuruvolii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria kurzii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria laciniata,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria lamarinensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria lanceifolia,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria lancilimba,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria laselvensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria lasianthoides,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria lasiophthalma,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria lauracea,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria laurentii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria leiophloea,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria leiophylla,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria leitana,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria leleana,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria leleanoides,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria leonardiana,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria leptantha,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria leucocalyx,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria levis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria levuensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria ligustrifolia,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria limba,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria limonensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria linearisepala,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria loheri,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria lolokiensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria longicuspis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria longipaniculata,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria longipetiolata,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria longirostris,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria lorenciana,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria lundellii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria luteola,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria luzoniensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria macgregorii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria macrocalyx,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria macrocarpa,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria mafuluensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria magnasepala,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria magnifica,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria magnifolia,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria mahonii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria malacorrhax,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria malaneoides,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria malaspinae,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria malayana,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria maleolens,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria manillensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria mapourioides,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria marafungaensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria marchionica,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria marginata,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria mariana,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria maricaensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria mariguidonensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria mariniana,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria marmeladensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria matagalpensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria matambuaii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria maturacensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria mauiensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria mazaruniensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria megalocarpa,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria megalopus,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria megistantha,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria melanocarpa,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria mendozii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria merrillii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria merrittii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria mexiae,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria micralabastra,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria micrantha,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria micrococca,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria milnei,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria mindanaensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria misolensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria monensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria monocarpa,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria monsalveae,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria montana,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria monteverdensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria montivaga,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria mornicola,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria mortoniana,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria moseskemei,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria mumfordiana,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria myrmecophila,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria myrsinoides,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria nandarivatensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria nanifrutex,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria nautensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria neillii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria nemorosa,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria nesophila,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria nigra,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria nilgiriensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria nossibensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria nubicola,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria nuda,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria nudiflora,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria octosulcata,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria olgae,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria oliveri,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria oncocarpa,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria orophila,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria orosiana,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria orosioides,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria ottonis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria ovatistipula,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria pachyantha,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria pacimonica,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria pakaraimensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria pallidifolia,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria paloensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria paludicola,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria panayensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria pandensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria papantlensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria paravillosa,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria parkeri,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria parvibractea,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria parvistipulata,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria parvula,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria patentinervia,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria patulinervia,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria pavairiensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria pebasensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria peduncularis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria peekeliana,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria pernitida,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria pervillei,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria peteri,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria petiolosa,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria petitii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria phaeochlamys,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria phaeochlamysioides,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria phanerophlebia,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria pichisensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria pickeringii,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria pilosa,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria pilosella,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria pilulifera,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria pinnatinervia,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria pisonioides,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria pittosporifolia,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria platycocca,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria platyneura,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria pleeana,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria pleuropoda,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria plicata,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria plumeriifolia,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria plumieri,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria plurivenia,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria podantha,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria potaroensis,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria praecox,FALSE
Psychotria,Rubiaceae,Gentianales,Angiosperms,Psychotria principensis,FALSE
